cool	infinitive	infinitive	infinitive	soğutmamak	soğutmamak	soğutmamak	soğutmamak	soğutmamak	soğutmamak
cool	impersonal participle	imperfective	imperfective	soğutmayan	soğutmayan	soğutmayan	soğutmayan	soğutmayan	soğutmayan
cool	impersonal participle	perfective	perfective	soğutmamış	soğutmamış	soğutmamış	soğutmamış	soğutmamış	soğutmamış
cool	impersonal participle	prospective	prospective	soğutmayacak	soğutmayacak	soğutmayacak	soğutmayacak	soğutmayacak	soğutmayacak
cool	personal participle	non-prospective	non-prospective	soğutmadığım	soğutmadığın	soğutmadığı	soğutmadığımız	soğutmadığınız	soğutmadıkları
cool	personal participle	prospective	prospective	soğutmayacağım	soğutmayacağın	soğutmayacağı	soğutmayacağımız	soğutmayacağınız	soğutmayacakları
cool	verbal noun	verbal noun	verbal noun	soğutmama	soğutmama	soğutmama	soğutmama	soğutmama	soğutmama
cool	way of doing	way of doing	way of doing	soğutmayuş	soğutmayuş	soğutmayuş	soğutmayuş	soğutmayuş	soğutmayuş
cool				singular	singular	singular	plural	plural	plural
cool				1st person	2nd person	3rd person	1st person	2nd person	3rd person
cool				ben	sen	o	biz	siz	onlar
cool	indicative	present	aorist	soğutmam	soğutmazsın	soğutmaz	soğutmayız	soğutmazsınız	soğutmazlar
cool	indicative	present	imperfective	soğutmuyorum	soğutmuyorsun	soğutmuyor	soğutmuyoruz	soğutmuyorsunuz	soğutmuyorlar
cool	indicative	past	perfective	soğutmadım	soğutmadın	soğutmadı	soğutmadık	soğutmadınız	soğutmadılar
cool	indicative	past	imperfective	soğutmuyordum	soğutmuyordun	soğutmuyordu	soğutmuyorduk	soğutmuyordunuz	soğutmuyorlardı
cool	indicative	future	future	soğutmayacağım	soğutmayacaksın	soğutmayacak	soğutmayacağız	soğutmayacaksınız	soğutmayacaklar
cool	inferential	perfective	perfective	soğutmamışım	soğutmamışsın	soğutmamış	soğutmamışız	soğutmamışsınız	soğutmamışlar
cool	inferential	aorist	aorist	soğutmazmışım	soğutmazmışsın	soğutmazmış	soğutmazmışız	soğutmazmışsınız	soğutmazlarmış
cool	inferential	imperfective	imperfective	soğutmuyormuşum	soğutmuyormuşsun	soğutmuyormuş	soğutmuyormuşuz	soğutmuyormuşsunuz	soğutmuyorlarmış
cool	conditional	simple	simple	soğutmasam	soğutmasan	soğutmasa	soğutmasak	soğutmasanız	soğutmasalar
cool	conditional	perfective	perfective	soğutmasaydım	soğutmasaydın	soğutmasaydı	soğutmasaydık	soğutmasaydınız	soğutmasaydılar
cool	optative	optative	optative	soğutmayayım	soğutmayasın	soğutmaya	soğutmayalım	soğutmayasınız	soğutmayalar
cool	progressive	progressive	progressive	soğutmamaktayım	soğutmamaktasın	soğutmamakta	soğutmamaktayız	soğutmamaktasınız	soğutmamaktalar
cool	necessitative	necessitative	necessitative	soğutmamalıyım	soğutmamalısın	soğutmamalı	soğutmamalıyız	soğutmamalısınız	soğutmamalılar
cool	imperative	imperative	imperative		soğutma	soğutmasın		soğutmayın	soğutmasınlar
cool									
cool	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative
cool									
cool				singular	singular	singular	plural	plural	plural
cool				1st person	2nd person	3rd person	1st person	2nd person	3rd person
cool				ben	sen	o	biz	siz	onlar
cool	indicative	present	aorist	soğutmaz mıyım?	soğutmaz mısın?	soğutmaz mı?	soğutmaz mıyız?	soğutmaz mısınız?	soğutmazlar mı?
cool	indicative	present	imperfective	soğutmuyor muyum?	soğutmuyor musun?	soğutmuyor mu?	soğutmuyor muyuz?	soğutmuyor musunuz?	soğutmuyorlar mı?
cool	indicative	past	perfective	soğutmadım mı?	soğutmadın mı?	soğutmadı mı?	soğutmadık mı?	soğutmadınız mı?	soğutmadılar mı?
cool	indicative	past	imperfective	soğutmuyor muydum?	soğutmuyor muydun?	soğutmuyor muydu?	soğutmuyor muyduk?	soğutmuyor muydunuz?	soğutmuyorlar mıydı?
cool	indicative	future	future	soğutmayacak mıyım?	soğutmayacak mısın?	soğutmayacak mı?	soğutmayacak mıyız?	soğutmayacak mısınız?	soğutmayacaklar mı?
cool	inferential	perfective	perfective	soğutmamış mıyım?	soğutmamış mısın?	soğutmamış mı?	soğutmamış mıyız?	soğutmamış mısınız?	soğutmamışlar mı?
cool	inferential	aorist	aorist	soğutmaz mıymışım?	soğutmaz mıymışsın?	soğutmaz mıymış?	soğutmaz mıymışız?	soğutmaz mıymışsınız?	soğutmazlar mıymış?
cool	inferential	imperfective	imperfective	soğutmuyor muymuşum?	soğutmuyor muymuşsun?	soğutmuyor muymuş?	soğutmuyor muymuşuz?	soğutmuyor muymuşsunuz?	soğutmuyorlar mıymış?
cool	conditional	simple	simple	soğutmasam mı?	soğutmasan mı?	soğutmasa mı?	soğutmasak mı?	soğutmasanız mı?	soğutmasalar mı?
cool	conditional	perfective	perfective	soğutmasa mıydım?	soğutmasa mıydın?	soğutmasa mıydı?	soğutmasa mıydık?	soğutmasa mıydınız?	soğutmasalar mıydı?
cool	progressive	progressive	progressive	soğutmamakta mıyım?	soğutmamakta mısın?	soğutmamakta mı?	soğutmamakta mıyız?	soğutmamakta mısınız?	soğutmamaktalar mı?
cool	necessitative	necessitative	necessitative	soğutmamalı mıyım?	soğutmamalı mısın?	soğutmamalı mı?	soğutmamalı mıyız?	soğutmamalı mısınız?	soğutmamalılar mı?
eat	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative
eat									
eat	infinitive	infinitive	infinitive	yemek	yemek	yemek	yemek	yemek	yemek
eat	impersonal participle	imperfective	imperfective	yiyen	yiyen	yiyen	yiyen	yiyen	yiyen
eat	impersonal participle	perfective	perfective	yemiş	yemiş	yemiş	yemiş	yemiş	yemiş
eat	impersonal participle	prospective	prospective	yiyecek	yiyecek	yiyecek	yiyecek	yiyecek	yiyecek
eat	personal participle	non-prospective	non-prospective	yediğim	yediğin	yediği	yediğimiz	yediğiniz	yedikler
eat	personal participle	prospective	prospective	yiyeceğim	yiyeceğin	yiyeceği	yiyeceğimiz	yiyeceğiniz	yiyecekler
eat	verbal noun	verbal noun	verbal noun	yeme	yeme	yeme	yeme	yeme	yeme
eat	way of doing	way of doing	way of doing	yiyiş	yiyiş	yiyiş	yiyiş	yiyiş	yiyiş
eat				singular	singular	singular	plural	plural	plural
eat				1st person	2nd person	3rd person	1st person	2nd person	3rd person
eat				ben	sen	o	biz	siz	onlar
eat	indicative	present	aorist	yerim	yersin	yer	yeriz	yersiniz	yerler
eat	indicative	present	imperfective	yiyorum	yiyorsun	yiyor	yiyoruz	yiyorsunuz	yiyorlar
eat	indicative	past	perfective	yedim	yedin	yedi	yedik	yediniz	yediler
eat	indicative	past	imperfective	yiyordum	yiyordun	yiyordu	yiyorduk	yiyordunuz	yiyorlardı
eat	indicative	future	future	yiyeceğim	yiyeceksin	yiyecek	yiyeceğiz	yiyeceksiniz	yiyecekler
eat	inferential	perfective	perfective	yemişim	yemişsin	yemiş	yemişiz	yemişsiniz	yemişler
eat	inferential	aorist	aorist	yermişim	yermişsin	yermiş	yermişiz	yermişsiniz	yerlermiş
eat	inferential	imperfective	imperfective	yiyormuşum	yiyormuşsun	yiyormuş	yiyormuşuz	yiyormuşsunuz	yiyorlarmuş
eat	conditional	simple	simple	yesem	yesen	yese	yesek	yeseniz	yeseler
eat	conditional	perfective	perfective	yeseydim	yeseydin	yeseydi	yeseydik	yeseydiniz	yeseydiler
eat	optative	optative	optative	yiyeyim	yiyesin	yiye	yiyelim	yiyesiniz	yiyeler
eat	progressive	progressive	progressive	yemekteyim	yemektesin	yemekte	yemekteyiz	yemektesiniz	yemekteler
eat	necessitative	necessitative	necessitative	yemeliyim	yemelisin	yemeli	yemeliyiz	yemelisiniz	yemeliler
eat	imperative	imperative	imperative		ye	yesin		yiyin	yesinler
eat									
eat	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative
eat									
eat				singular	singular	singular	plural	plural	plural
eat				1st person	2nd person	3rd person	1st person	2nd person	3rd person
eat				ben	sen	o	biz	siz	onlar
eat	indicative	present	aorist	yer miyim?	yer misin?	yer mi?	yer miyiz?	yer misiniz?	yerler mi?
eat	indicative	present	imperfective	yiyor muyum?	yiyor musun?	yiyor mu?	yiyor muyuz?	yiyor musunuz?	yiyorlar mı?
eat	indicative	past	perfective	yedim mi?	yedin mi?	yedi mi?	yedik mi?	yediniz mi?	yediler mi?
eat	indicative	past	imperfective	yiyor muydum?	yiyor muydun?	yiyor muydu?	yiyor muyduk?	yiyor muydunuz?	yiyorlar mıydı?
eat	indicative	future	future	yiyecek miyim?	yiyecek misin?	yiyecek mi?	yiyecek miyiz?	yiyecek misiniz?	yiyecekler mi?
eat	inferential	perfective	perfective	yemiş miyim?	yemiş misin?	yemiş mi?	yemiş miyiz?	yemiş misiniz?	yemişler mi?
eat	inferential	aorist	aorist	yer miymişim?	yer miymişsin?	yer miymiş?	yer miymişiz?	yer miymişsiniz?	yerler miymiş?
eat	inferential	imperfective	imperfective	yiyor muymuşum?	yiyor muymuşsun?	yiyor muymuş?	yiyor muymuşuz?	yiyor muymuşsunuz?	yiyorlar mıymış?
eat	conditional	simple	simple	yesem mi?	yesen mi?	yese mi?	yesek mi?	yeseniz mi?	yeseler mi?
eat	conditional	perfective	perfective	yese miydim?	yese miydin?	yese miydi?	yese miydik?	yese miydiniz?	yeseler miydi?
eat	progressive	progressive	progressive	yemekte miyim?	yemekte misin?	yemekte mi?	yemekte miyiz?	yemekte misiniz?	yemekteler mi?
eat	necessitative	necessitative	necessitative	yemeli miyim?	yemeli misin?	yemeli mi?	yemeli miyiz?	yemeli misiniz?	yemeliler mi?
eat									
eat	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative
eat									
eat	infinitive	infinitive	infinitive	yememek	yememek	yememek	yememek	yememek	yememek
eat	impersonal participle	imperfective	imperfective	yemiyen	yemiyen	yemiyen	yemiyen	yemiyen	yemiyen
eat	impersonal participle	perfective	perfective	yememiş	yememiş	yememiş	yememiş	yememiş	yememiş
eat	impersonal participle	prospective	prospective	yemeyecek	yemeyecek	yemeyecek	yemeyecek	yemeyecek	yemeyecek
eat	personal participle	non-prospective	non-prospective	yemediğim	yemediğin	yemediği	yemediğimiz	yemediğiniz	yemedikler
eat	personal participle	prospective	prospective	yemeyeceğim	yemeyeceğin	yemeyeceği	yemeyeceğimiz	yemeyeceğiniz	yemeyecekler
eat	verbal noun	verbal noun	verbal noun	yememe	yememe	yememe	yememe	yememe	yememe
eat	way of doing	way of doing	way of doing	yemeyiş	yemeyiş	yemeyiş	yemeyiş	yemeyiş	yemeyiş
eat				singular	singular	singular	plural	plural	plural
eat				1st person	2nd person	3rd person	1st person	2nd person	3rd person
eat				ben	sen	o	biz	siz	onlar
eat	indicative	present	aorist	yemem	yemezsin	yemez	yemeyiz	yemezsiniz	yemezler
eat	indicative	present	imperfective	yemiyorum	yemiyorsun	yemiyor	yemiyoruz	yemiyorsunuz	yemiyorlar
eat	indicative	past	perfective	yemedim	yemedin	yemedi	yemedik	yemediniz	yemediler
eat	indicative	past	imperfective	yemiyordum	yemiyordun	yemiyordu	yemiyorduk	yemiyordunuz	yemiyordular
eat	indicative	future	future	yemeyeceğim	yemeyeceksin	yemeyecek	yemeyeceğiz	yemeyeceksiniz	yemeyecekler
eat	inferential	perfective	perfective	yememişim	yememişsin	yememiş	yememişiz	yememişsiniz	yememişler
eat	inferential	aorist	aorist	yemezmişim	yemezmişsin	yemezmiş	yemezmişiz	yemezmişsiniz	yemezlermiş
eat	inferential	imperfective	imperfective	yemiyormuşum	yemiyormuşsun	yemiyormuş	yemiyormuşuz	yemiyormuşsunuz	yemiyorlarmuş
eat	conditional	simple	simple	yemesem	yemesen	yemese	yemesek	yemeseniz	yemeseler
eat	conditional	perfective	perfective	yemeseydim	yemeseydin	yemeseydi	yemeseydik	yemeseydiniz	yemeseydiler
eat	optative	optative	optative	yemeyeyim	yemeyesin	yemeye	yemeyelim	yemeyesiniz	yemeyeler
eat	progressive	progressive	progressive	yememekteyim	yememektesin	yememekte	yememekteyiz	yememektesiniz	yememekteler
eat	necessitative	necessitative	necessitative	yememeliyim	yememelisin	yememeli	yememeliyiz	yememelisiniz	yememeliler
eat	imperative	imperative	imperative		yeme	yemesin		yemeyin	yemesinler
eat									
eat	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative
eat									
eat				singular	singular	singular	plural	plural	plural
eat				1st person	2nd person	3rd person	1st person	2nd person	3rd person
eat				ben	sen	o	biz	siz	onlar
eat	indicative	present	aorist	yemez miyim?	yemez misin?	yemez mi?	yemez miyiz?	yemez misiniz?	yemezler mi?
eat	indicative	present	imperfective	yemiyor muyum?	yemiyor musun?	yemiyor mu?	yemiyor muyuz?	yemiyor musunuz?	yemiyorlar mı?
eat	indicative	past	perfective	yemedim mi?	yemedin mi?	yemedi mi?	yemedik mi?	yemediniz mi?	yemediler mi?
eat	indicative	past	imperfective	yemiyor muydum?	yemiyor muydun?	yemiyor muydu?	yemiyor muyduk?	yemiyor muydunuz?	yemiyorlar mıydı?
eat	indicative	future	future	yemeyecek miyim?	yemeyecek misin?	yemeyecek mi?	yemeyecek miyiz?	yemeyecek misiniz?	yemeyecekler mi?
eat	inferential	perfective	perfective	yememiş miyim?	yememiş misin?	yememiş mi?	yememiş miyiz?	yememiş misiniz?	yememişler mi?
eat	inferential	aorist	aorist	yemez miymişim?	yemez miymişsin?	yemez miymiş?	yemez miymişiz?	yemez miymişsiniz?	yemezler miymiş?
eat	inferential	imperfective	imperfective	yemiyor muymuşum?	yemiyor muymuşsun?	yemiyor muymuş?	yemiyor muymuşuz?	yemiyor muymuşsunuz?	yemiyorlar mıymış?
eat	conditional	simple	simple	yemesem mi?	yemesen mi?	yemese mi?	yemesek mi?	yemeseniz mi?	yemeseler mi?
eat	conditional	perfective	perfective	yemese miydim?	yemese miydin?	yemese miydi?	yemese miydik?	yemese miydiniz?	yemeseler miydi?
eat	progressive	progressive	progressive	yememekte miyim?	yememekte misin?	yememekte mi?	yememekte miyiz?	yememekte misiniz?	yememekteler mi?
eat	necessitative	necessitative	necessitative	yememeli miyim?	yememeli misin?	yememeli mi?	yememeli miyiz?	yememeli misiniz?	yememeliler mi?
fall	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative
fall									
fall	infinitive	infinitive	infinitive	düşmek	düşmek	düşmek	düşmek	düşmek	düşmek
fall	impersonal participle	imperfective	imperfective	düşen	düşen	düşen	düşen	düşen	düşen
fall	impersonal participle	perfective	perfective	düşmüş	düşmüş	düşmüş	düşmüş	düşmüş	düşmüş
fall	impersonal participle	prospective	prospective	düşecek	düşecek	düşecek	düşecek	düşecek	düşecek
fall	personal participle	non-prospective	non-prospective	düştüğüm	düştüğün	düştüğü	düştüğümüz	düştüğünüz	düştükleri
fall	personal participle	prospective	prospective	düşeceğim	düşeceğin	düşeceği	düşeceğimiz	düşeceğiniz	düşecekleri
fall	verbal noun	verbal noun	verbal noun	düşme	düşme	düşme	düşme	düşme	düşme
fall	way of doing	way of doing	way of doing	düşüş	düşüş	düşüş	düşüş	düşüş	düşüş
fall				singular	singular	singular	plural	plural	plural
fall				1st person	2nd person	3rd person	1st person	2nd person	3rd person
fall				ben	sen	o	biz	siz	onlar
fall	indicative	present	aorist	düşerim	düşersin	düşer	düşeriz	düşersiniz	düşerler
fall	indicative	present	imperfective	düşüyorum	düşüyorsun	düşüyor	düşüyoruz	düşüyorsunuz	düşüyorlar
fall	indicative	past	perfective	düştüm	düştün	düştü	düştük	düştünüz	düştüler
fall	indicative	past	imperfective	düşüyordum	düşüyordun	düşüyordu	düşüyorduk	düşüyordunuz	düşüyorlardı (or düşüyordular)
fall	indicative	future	future	düşeceğim	düşeceksin	düşecek	düşeceğiz	düşeceksiniz	düşecekler
fall	inferential	perfective	perfective	düşmişim	düşmişsin	düşmiş	düşmişiz	düşmişsinüz	düşmişler
fall	inferential	aorist	aorist	düşermişim	düşermişsin	düşermiş	düşermişiz	düşermişsiniz	düşerlermiş (or düşermişlar)
fall	inferential	imperfective	imperfective	düşüyormuşum	düşüyormuşsun	düşüyormuş	düşüyormuşuz	düşüyormuşsunuz	düşüyorlarmış
fall	conditional	simple	simple	düşsem	düşsen	düşse	düşsek	düşseniz	düşseler
fall	conditional	perfective	perfective	düşseydim	düşseydin	düşseydi	düşseydik	düşseydiniz	düşseydiler
fall	optative	optative	optative	düşeyim	düşesin	düşe	düşelim	düşesiniz	düşeler
fall	progressive	progressive	progressive	düşmekteyim	düşmektesin	düşmekte	düşmekteyiz	düşmektesiniz	düşmekteler
fall	necessitative	necessitative	necessitative	düşmeliyim	düşmelisin	düşmeli	düşmeliyiz	düşmelisiniz	düşmeliler
fall	imperative	imperative	imperative		düş	düşsün		düşün	düşsünler
fall									
fall	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative
fall									
fall				singular	singular	singular	plural	plural	plural
fall				1st person	2nd person	3rd person	1st person	2nd person	3rd person
fall				ben	sen	o	biz	siz	onlar
fall	indicative	present	aorist	düşer miyim?	düşer misin?	düşer mi?	düşer miyiz?	düşer misiniz?	düşerler mi?
fall	indicative	present	imperfective	düşüyor muyum?	düşüyor musun?	düşüyor mu?	düşüyor muyuz?	düşüyor musunuz?	düşüyorlar mı?
fall	indicative	past	perfective	düştüm mü?	düştün mü?	düştü mü?	düştük mü?	düştünüz mü?	düştüler mi?
fall	indicative	past	imperfective	düşüyor muydum?	düşüyor muydun?	düşüyor muydu?	düşüyor muyduk?	düşüyor muydunuz?	düşüyorlar mıydı?
fall	indicative	future	future	düşecek miyim?	düşecek misin?	düşecek mi?	düşecek miyiz?	düşecek misiniz?	düşecekler mi?
fall	inferential	perfective	perfective	düşmüş müyüm?	düşmüş müsün?	düşmüş mü?	düşmüş müyüz?	düşmüş müsünüz?	düşmüşler mi?
fall	inferential	aorist	aorist	düşer miymüşim?	düşer miymüşsin?	düşer miymüş?	düşer miymüşiz?	düşer miymüşsiniz?	düşerler miymiş?
fall	inferential	imperfective	imperfective	düşüyor muymuşum?	düşüyor muymuşsun?	düşüyor muymuş?	düşüyor muymuşuz?	düşüyor muymuşsunuz?	düşüyorlar mıymış?
fall	conditional	simple	simple	düşsem mi?	düşsen mi?	düşse mi?	düşsek mi?	düşseniz mi?	düşseler mi?
fall	conditional	perfective	perfective	düşse miydim?	düşse miydin?	düşse miydi?	düşse miydik?	düşse miydiniz?	düşseler miydi?
fall	progressive	progressive	progressive	düşmekte miyim?	düşmekte misin?	düşmekte mi?	düşmekte miyiz?	düşmekte misiniz?	düşmekteler mi?
fall	necessitative	necessitative	necessitative	düşmeli miyim?	düşmeli misin?	düşmeli mi?	düşmeli miyiz?	düşmeli misiniz?	düşmeliler mi?
fall									
fall	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative	negative declarative
fall									
fall	infinitive	infinitive	infinitive	düşmemek	düşmemek	düşmemek	düşmemek	düşmemek	düşmemek
fall	impersonal participle	imperfective	imperfective	düşmeyen	düşmeyen	düşmeyen	düşmeyen	düşmeyen	düşmeyen
fall	impersonal participle	perfective	perfective	düşmemiş	düşmemiş	düşmemiş	düşmemiş	düşmemiş	düşmemiş
fall	impersonal participle	prospective	prospective	düşmeyecek	düşmeyecek	düşmeyecek	düşmeyecek	düşmeyecek	düşmeyecek
fall	personal participle	non-prospective	non-prospective	düşmediğim	düşmediğin	düşmediği	düşmediğimiz	düşmediğiniz	düşmedikleri
fall	personal participle	prospective	prospective	düşmeyeceğim	düşmeyeceğin	düşmeyeceği	düşmeyeceğimiz	düşmeyeceğiniz	düşmeyecekleri
fall	verbal noun	verbal noun	verbal noun	düşmeme	düşmeme	düşmeme	düşmeme	düşmeme	düşmeme
fall	way of doing	way of doing	way of doing	düşmeyüş	düşmeyüş	düşmeyüş	düşmeyüş	düşmeyüş	düşmeyüş
fall				singular	singular	singular	plural	plural	plural
fall				1st person	2nd person	3rd person	1st person	2nd person	3rd person
fall				ben	sen	o	biz	siz	onlar
fall	indicative	present	aorist	düşmem	düşmezsin	düşmez	düşmeyiz	düşmezsiniz	düşmezler
fall	indicative	present	imperfective	düşmüyorum	düşmüyorsun	düşmüyor	düşmüyoruz	düşmüyorsunuz	düşmüyorlar
fall	indicative	past	perfective	düşmedim	düşmedin	düşmedi	düşmedik	düşmediniz	düşmediler
fall	indicative	past	imperfective	düşmüyordum	düşmüyordun	düşmüyordu	düşmüyorduk	düşmüyordunuz	düşmüyorlardı
fall	indicative	future	future	düşmeyeceğim	düşmeyeceksin	düşmeyecek	düşmeyeceğiz	düşmeyeceksiniz	düşmeyecekler
fall	inferential	perfective	perfective	düşmemişim	düşmemişsin	düşmemiş	düşmemişiz	düşmemişsiniz	düşmemişler
fall	inferential	aorist	aorist	düşmezmişim	düşmezmişsin	düşmezmiş	düşmezmişiz	düşmezmişsiniz	düşmezlermiş
fall	inferential	imperfective	imperfective	düşmüyormuşum	düşmüyormuşsun	düşmüyormuş	düşmüyormuşuz	düşmüyormuşsunuz	düşmüyorlarmış
fall	conditional	simple	simple	düşmesem	düşmesen	düşmese	düşmesek	düşmeseniz	düşmeseler
fall	conditional	perfective	perfective	düşmeseydim	düşmeseydin	düşmeseydi	düşmeseydik	düşmeseydiniz	düşmeseydiler
fall	optative	optative	optative	düşmeyeyim	düşmeyesin	düşmeye	düşmeyelim	düşmeyesiniz	düşmeyeler
fall	progressive	progressive	progressive	düşmemekteyim	düşmemektesin	düşmemekte	düşmemekteyiz	düşmemektesiniz	düşmemekteler
fall	necessitative	necessitative	necessitative	düşmemeliyim	düşmemelisin	düşmemeli	düşmemeliyiz	düşmemelisiniz	düşmemeliler
fall	imperative	imperative	imperative		düşme	düşmesin		düşmeyin	düşmesinler
fall									
fall	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative	negative interrogative
fall									
fall				singular	singular	singular	plural	plural	plural
fall				1st person	2nd person	3rd person	1st person	2nd person	3rd person
fall				ben	sen	o	biz	siz	onlar
fall	indicative	present	aorist	düşmez miyim?	düşmez misin?	düşmez mi?	düşmez miyiz?	düşmez misiniz?	düşmezler mi?
fall	indicative	present	imperfective	düşmüyor muyum?	düşmüyor musun?	düşmüyor mu?	düşmüyor muyuz?	düşmüyor musunuz?	düşmüyorlar mı?
fall	indicative	past	perfective	düşmedim mi?	düşmedin mi?	düşmedi mi?	düşmedik mi?	düşmediniz mi?	düşmediler mi?
fall	indicative	past	imperfective	düşmüyor muydum?	düşmüyor muydun?	düşmüyor muydu?	düşmüyor muyduk?	düşmüyor muydunuz?	düşmüyorlar mıydı?
fall	indicative	future	future	düşmeyecek miyim?	düşmeyecek misin?	düşmeyecek mi?	düşmeyecek miyiz?	düşmeyecek misiniz?	düşmeyecekler mi?
fall	inferential	perfective	perfective	düşmemiş miyim?	düşmemiş misin?	düşmemiş mi?	düşmemiş miyiz?	düşmemiş misiniz?	düşmemişler mi?
fall	inferential	aorist	aorist	düşmez miymişim?	düşmez miymişsin?	düşmez miymiş?	düşmez miymişiz?	düşmez miymişsiniz?	düşmezler miymiş?
fall	inferential	imperfective	imperfective	düşmüyor muymuşum?	düşmüyor muymuşsun?	düşmüyor muymuş?	düşmüyor muymuşuz?	düşmüyor muymuşsunuz?	düşmüyorlar mıymış?
fall	conditional	simple	simple	düşmesem mi?	düşmesen mi?	düşmese mi?	düşmesek mi?	düşmeseniz mi?	düşmeseler mi?
fall	conditional	perfective	perfective	düşmese miydim?	düşmese miydin?	düşmese miydi?	düşmese miydik?	düşmese miydiniz?	düşmeseler miydi?
fall	progressive	progressive	progressive	düşmemekte miyim?	düşmemekte misin?	düşmemekte mi?	düşmemekte miyiz?	düşmemekte misiniz?	düşmemekteler mi?
fall	necessitative	necessitative	necessitative	düşmemeli miyim?	düşmemeli misin?	düşmemeli mi?	düşmemeli miyiz?	düşmemeli misiniz?	düşmemeliler mi?
fly	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative	positive declarative
fly									
fly	infinitive	infinitive	infinitive	uçmak	uçmak	uçmak	uçmak	uçmak	uçmak
fly	impersonal participle	imperfective	imperfective	uçan	uçan	uçan	uçan	uçan	uçan
fly	impersonal participle	perfective	perfective	uçmuş	uçmuş	uçmuş	uçmuş	uçmuş	uçmuş
fly	impersonal participle	prospective	prospective	uçacak	uçacak	uçacak	uçacak	uçacak	uçacak
fly	personal participle	non-prospective	non-prospective	uçtuğum	uçtuğun	uçtuğu	uçtuğumuz	uçtuğunuz	uçtukları
fly	personal participle	prospective	prospective	uçacağım	uçacağın	uçacağı	uçacağımız	uçacağınız	uçacakları
fly	verbal noun	verbal noun	verbal noun	uçma	uçma	uçma	uçma	uçma	uçma
fly	way of doing	way of doing	way of doing	uçuş	uçuş	uçuş	uçuş	uçuş	uçuş
fly				singular	singular	singular	plural	plural	plural
fly				1st person	2nd person	3rd person	1st person	2nd person	3rd person
fly				ben	sen	o	biz	siz	onlar
fly	indicative	present	aorist	uçarım	uçarsın	uçar	uçarız	uçarsınız	uçarlar
fly	indicative	present	imperfective	uçuyorum	uçuyorsun	uçuyor	uçuyoruz	uçuyorsunuz	uçuyorlar
fly	indicative	past	perfective	uçtum	uçtun	uçtu	uçtuk	uçtunuz	uçtular
fly	indicative	past	imperfective	uçuyordum	uçuyordun	uçuyordu	uçuyorduk	uçuyordunuz	uçuyorlardı (or uçuyordular)
fly	indicative	future	future	uçacağım	uçacaksın	uçacak	uçacağız	uçacaksınız	uçacaklar
fly	inferential	perfective	perfective	uçmışım	uçmışsın	uçmış	uçmışız	uçmışsınuz	uçmışlar
fly	inferential	aorist	aorist	uçarmışım	uçarmışsın	uçarmış	uçarmışız	uçarmışsınız	uçarlarmış (or uçarmışlar)
fly	inferential	imperfective	imperfective	uçuyormuşum	uçuyormuşsun	uçuyormuş	uçuyormuşuz	uçuyormuşsunuz	uçuyorlarmış
fly	conditional	simple	simple	uçsam	uçsan	uçsa	uçsak	uçsanız	uçsalar
fly	conditional	perfective	perfective	uçsaydım	uçsaydın	uçsaydı	uçsaydık	uçsaydınız	uçsaydılar
fly	optative	optative	optative	uçayım	uçasın	uça	uçalım	uçasınız	uçalar
fly	progressive	progressive	progressive	uçmaktayım	uçmaktasın	uçmakta	uçmaktayız	uçmaktasınız	uçmaktalar
fly	necessitative	necessitative	necessitative	uçmalıyım	uçmalısın	uçmalı	uçmalıyız	uçmalısınız	uçmalılar
fly	imperative	imperative	imperative		uç	uçsun		uçun	uçsunlar
fly									
fly	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative	positive interrogative
fly									
fly				singular	singular	singular	plural	plural	plural
fly				1st person	2nd person	3rd person	1st person	2nd person	3rd person
fly				ben	sen	o	biz	siz	onlar
fly	indicative	present	aorist	uçar mıyım?	uçar mısın?	uçar mı?	uçar mıyız?	uçar mısınız?	uçarlar mı?
fly	indicative	present	imperfective	uçuyor muyum?	uçuyor musun?	uçuyor mu?	uçuyor muyuz?	uçuyor musunuz?	uçuyorlar mı?
fly	indicative	past	perfective	uçtum mu?	uçtun mu?	uçtu mu?	uçtuk mu?	uçtunuz mu?	uçtular mı?
fly	indicative	past	imperfective	uçuyor muydum?	uçuyor muydun?	uçuyor muydu?	uçuyor muyduk?	uçuyor muydunuz?	uçuyorlar mıydı?
